seq,capture_us,receive_us,delay_ms,jitter_ms
0,1774330027463921,1774330027465756,1.83,0.00
1,1774330027490588,1774330027492309,1.72,0.06
2,1774330027522590,1774330028343458,820.87,386.12
3,1774330027552933,1774330028409281,856.35,418.60
4,1774330027583145,1774330028452634,869.49,415.31
5,1774330027614476,1774330028494667,880.19,403.44
6,1774330027645742,1774330028548459,902.72,391.06
7,1774330027676934,1774330028590502,913.57,378.55
8,1774330027708105,1774330028633471,925.37,366.81
9,1774330027738831,1774330028686730,947.90,356.76
10,1774330027769962,1774330028729298,959.34,347.51
11,1774330027800881,1774330028772365,971.48,339.10
12,1774330027831870,1774330028825629,993.76,331.99
13,1774330027863013,1774330028868351,1005.34,325.48
14,1774330027894530,1774330028910691,1016.16,319.50
15,1774330027925232,1774330028963818,1038.59,314.50
16,1774330027957024,1774330029006589,1049.57,309.89
17,1774330027988492,1774330029059789,1071.30,306.09
18,1774330028019809,1774330029102476,1082.67,302.58
19,1774330028051582,1774330029145108,1093.53,299.34
20,1774330028082583,1774330029198578,1115.99,227.66
21,1774330028114486,1774330029241008,1126.52,89.37
22,1774330028146083,1774330029283576,1137.49,87.44
23,1774330028176646,1774330029336975,1160.33,87.94
24,1774330028207856,1774330029379581,1171.72,87.94
25,1774330028239450,1774330029424874,1185.42,87.42
26,1774330028270829,1774330029475539,1204.71,87.89
27,1774330028302488,1774330029518551,1216.06,87.66
28,1774330028333475,1774330029561655,1228.18,86.89
29,1774330028364164,1774330029614528,1250.36,87.37
30,1774330028395339,1774330029657342,1262.00,87.23
31,1774330028425178,1774330029700006,1274.83,86.62
32,1774330028455765,1774330029753755,1297.99,87.33
33,1774330028487130,1774330029796518,1309.39,87.38
34,1774330028517303,1774330029838579,1321.28,86.76
35,1774330028549108,1774330029891989,1342.88,87.33
36,1774330028580452,1774330029934257,1353.81,87.15
37,1774330028610567,1774330029977860,1367.29,87.41
38,1774330028641709,1774330030030464,1388.76,87.92
39,1774330028672748,1774330030073414,1400.67,87.75
40,1774330028703840,1774330030127166,1423.33,88.83
41,1774330028734684,1774330030169074,1434.39,89.10
42,1774330028765974,1774330030211622,1445.65,88.64
43,1774330028798091,1774330030264738,1466.65,89.31
44,1774330028830524,1774330030307587,1477.06,89.22
45,1774330028860969,1774330030351080,1490.11,88.81
46,1774330028890777,1774330030404026,1513.25,89.42
47,1774330028923073,1774330030446689,1523.62,89.24
48,1774330028954254,1774330030504083,1549.83,89.67
49,1774330028985186,1774330030542080,1556.89,89.89
50,1774330029016177,1774330030584955,1568.78,89.50
51,1774330029047303,1774330030638349,1591.05,89.45
52,1774330029078331,1774330030680987,1602.66,89.72
53,1774330029110646,1774330030723446,1612.80,89.24
54,1774330029142438,1774330030777280,1634.84,89.00
55,1774330029174082,1774330030820389,1646.31,88.97
56,1774330029205033,1774330030862272,1657.24,88.21
57,1774330029236478,1774330030915524,1679.05,87.82
58,1774330029268018,1774330030958979,1690.96,87.68
59,1774330029299334,1774330031001662,1702.33,86.93
60,1774330029330837,1774330031055171,1724.33,87.44
61,1774330029362273,1774330031097361,1735.09,87.24
62,1774330029393395,1774330031139617,1746.22,86.38
63,1774330029424997,1774330031192938,1767.94,86.61
64,1774330029455626,1774330031235559,1779.93,86.15
65,1774330029487634,1774330031279014,1791.38,85.19
66,1774330029518998,1774330031332656,1813.66,85.58
67,1774330029549894,1774330031375104,1825.21,85.25
68,1774330029582203,1774330031427677,1845.47,86.36
69,1774330029612756,1774330031470620,1857.86,86.58
70,1774330029645136,1774330031512975,1867.84,86.09
71,1774330029676744,1774330031566820,1890.08,86.86
72,1774330029708017,1774330031609265,1901.25,87.02
73,1774330029740503,1774330031651881,1911.38,86.36
74,1774330029772573,1774330031705306,1932.73,86.86
75,1774330029803725,1774330031748406,1944.68,86.81
76,1774330029834519,1774330031791095,1956.58,86.15
77,1774330029866175,1774330031844946,1978.77,86.71
78,1774330029896621,1774330031887006,1990.38,86.71
79,1774330029928623,1774330031929097,2000.47,85.99
80,1774330029960152,1774330031982779,2022.63,86.50
81,1774330029991767,1774330032025693,2033.93,86.33
82,1774330030023399,1774330032072311,2048.91,85.82
83,1774330030054503,1774330032121349,2066.85,86.15
84,1774330030085031,1774330032163565,2078.53,85.93
85,1774330030116527,1774330032207366,2090.84,85.18
86,1774330030146900,1774330032260437,2113.54,85.74
87,1774330030178466,1774330032303105,2124.64,85.66
88,1774330030211383,1774330032355757,2144.37,86.45
89,1774330030242924,1774330032398870,2155.95,86.74
90,1774330030273600,1774330032441813,2168.21,86.36
91,1774330030305675,1774330032494824,2189.15,87.11
92,1774330030336976,1774330032537003,2200.03,87.20
93,1774330030368611,1774330032580449,2211.84,86.59
94,1774330030399155,1774330032633482,2234.33,87.16
95,1774330030430080,1774330032675708,2245.63,87.15
96,1774330030462031,1774330032719253,2257.22,86.56
97,1774330030493484,1774330032772567,2279.08,87.18
98,1774330030524480,1774330032815015,2290.53,87.21
99,1774330030555419,1774330032857357,2301.94,86.48
100,1774330030585734,1774330032910687,2324.95,87.06
101,1774330030618743,1774330032953930,2335.19,86.89
102,1774330030649761,1774330033006496,2356.74,87.25
103,1774330030680539,1774330033049083,2368.54,87.54
104,1774330030712843,1774330033091780,2378.94,87.14
105,1774330030744246,1774330033145169,2400.92,87.06
106,1774330030776586,1774330033187854,2411.27,87.21
107,1774330030806467,1774330033230601,2424.13,86.85
108,1774330030837739,1774330033283857,2446.12,87.50
109,1774330030868471,1774330033326577,2458.11,87.57
110,1774330030898897,1774330033369502,2470.61,87.18
111,1774330030929849,1774330033423129,2493.28,87.93
112,1774330030962431,1774330033465324,2502.89,87.83
113,1774330030992698,1774330033507858,2515.16,87.19
114,1774330031024091,1774330033561350,2537.26,87.79
115,1774330031054787,1774330033603763,2548.98,87.75
116,1774330031085511,1774330033646521,2561.01,87.13
117,1774330031118049,1774330033699921,2581.87,87.59
118,1774330031148780,1774330033742606,2593.83,87.44
119,1774330031180342,1774330033799111,2618.77,87.78
120,1774330031211506,1774330033839213,2627.71,88.18
121,1774330031242344,1774330033881088,2638.74,87.80
122,1774330031274522,1774330033934743,2660.22,88.52
123,1774330031306213,1774330033977967,2671.75,88.63
124,1774330031337351,1774330034020445,2683.09,88.00
125,1774330031368846,1774330034073130,2704.28,88.47
126,1774330031401045,1774330034116465,2715.42,88.17
127,1774330031431518,1774330034158470,2726.95,87.36
128,1774330031463020,1774330034211848,2748.83,87.72
129,1774330031493566,1774330034254722,2761.16,87.57
130,1774330031525144,1774330034308213,2783.07,87.74
131,1774330031557004,1774330034350836,2793.83,88.14
132,1774330031589346,1774330034393572,2804.23,87.67
133,1774330031620278,1774330034446689,2826.41,87.53
134,1774330031651797,1774330034489374,2837.58,87.62
135,1774330031682316,1774330034531922,2849.61,87.17
136,1774330031714206,1774330034585646,2871.44,87.00
137,1774330031745329,1774330034628215,2882.89,86.99
138,1774330031776954,1774330034671177,2894.22,86.38
139,1774330031809183,1774330034723932,2914.75,87.13
140,1774330031840185,1774330034766690,2926.51,87.10
141,1774330031871404,1774330034809301,2937.90,86.42
142,1774330031903511,1774330034865544,2962.03,87.10
143,1774330031934270,1774330034905432,2971.16,86.96
144,1774330031965642,1774330034947949,2982.31,86.17
145,1774330031996728,1774330035001256,3004.53,86.55
146,1774330032027776,1774330035044182,3016.41,86.31
147,1774330032058871,1774330035097265,3038.39,86.33
148,1774330032090607,1774330035139865,3049.26,86.53
149,1774330032120688,1774330035182427,3061.74,86.28
150,1774330032152683,1774330035235728,3083.05,87.17
151,1774330032182810,1774330035278346,3095.54,87.47
152,1774330032214512,1774330035321114,3106.60,87.01
153,1774330032246443,1774330035374575,3128.13,87.72
154,1774330032277448,1774330035416965,3139.52,87.77
155,1774330032308130,1774330035459837,3151.71,87.31
156,1774330032339186,1774330035513348,3174.16,88.06
157,1774330032370363,1774330035555761,3185.40,88.15
158,1774330032401973,1774330035598549,3196.58,87.58
159,1774330032432609,1774330035652351,3219.74,88.16
160,1774330032464715,1774330035694493,3229.78,87.99
161,1774330032493733,1774330035737371,3243.64,87.37
162,1774330032523925,1774330035790957,3267.03,88.22
163,1774330032556486,1774330035833589,3277.10,88.09
164,1774330032587684,1774330035886747,3299.06,88.13
165,1774330032618755,1774330035929978,3311.22,88.45
166,1774330032649824,1774330035974933,3325.11,88.34
167,1774330032681565,1774330036025189,3343.62,89.07
168,1774330032713464,1774330036069748,3356.28,89.19
169,1774330032745125,1774330036110554,3365.43,88.54
170,1774330032775500,1774330036164291,3388.79,89.12
171,1774330032807244,1774330036206656,3399.41,89.06
172,1774330032838920,1774330036249995,3411.07,88.34
173,1774330032870621,1774330036304071,3433.45,88.78
174,1774330032902094,1774330036345096,3443.00,88.39
175,1774330032933053,1774330036387615,3454.56,87.44
176,1774330032963777,1774330036441175,3477.40,87.78
177,1774330032993353,1774330036484512,3491.16,87.65
178,1774330033025211,1774330036537436,3512.22,87.62
179,1774330033055943,1774330036580587,3524.64,87.99
180,1774330033086780,1774330036623281,3536.50,87.60
181,1774330033118201,1774330036665476,3547.28,86.70
182,1774330033148388,1774330036718524,3570.14,87.19
183,1774330033180218,1774330036761671,3581.45,86.89
184,1774330033210790,1774330036814754,3603.96,87.81
185,1774330033241341,1774330036857324,3615.98,88.19
186,1774330033272235,1774330036900115,3627.88,88.16
187,1774330033302048,1774330036953677,3651.63,89.15
188,1774330033333464,1774330036996628,3663.16,89.57
189,1774330033365806,1774330037038901,3673.09,88.99
190,1774330033396670,1774330037092199,3695.53,89.70
191,1774330033428232,1774330037134626,3706.39,89.63
192,1774330033458254,1774330037177175,3718.92,88.98
193,1774330033489642,1774330037231103,3741.46,89.56
194,1774330033521079,1774330037276242,3755.16,89.46
195,1774330033552580,1774330037315937,3763.36,88.39
196,1774330033582761,1774330037369859,3787.10,88.68
197,1774330033614130,1774330037412258,3798.13,88.44
198,1774330033645882,1774330037465101,3819.22,89.19
199,1774330033677866,1774330037508688,3830.82,89.37
200,1774330033709162,1774330037550935,3841.77,88.88
201,1774330033740391,1774330037604083,3863.69,88.51
202,1774330033771745,1774330037646501,3874.76,88.41
203,1774330033802975,1774330037689115,3886.14,87.63
204,1774330033832624,1774330037743148,3910.52,88.27
205,1774330033864670,1774330037785391,3920.72,88.18
206,1774330033897258,1774330037828025,3930.77,87.37
207,1774330033928359,1774330037881972,3953.61,87.96
208,1774330033959423,1774330037924143,3964.72,87.91
209,1774330033991607,1774330037967445,3975.84,87.06
210,1774330034022797,1774330038019825,3997.03,87.37
211,1774330034053569,1774330038062557,4008.99,87.05
212,1774330034084199,1774330038105921,4021.72,86.28
213,1774330034115922,1774330038158874,4042.95,86.70
214,1774330034146957,1774330038201187,4054.23,86.67
215,1774330034178850,1774330038254721,4075.87,86.58
216,1774330034209960,1774330038298036,4088.08,86.95
217,1774330034240986,1774330038340497,4099.51,86.66
218,1774330034272197,1774330038393490,4121.29,87.47
219,1774330034303967,1774330038436567,4132.60,87.64
220,1774330034335273,1774330038478981,4143.71,87.12
221,1774330034366156,1774330038551084,4184.93,89.47
222,1774330034397212,1774330038574615,4177.40,89.32
223,1774330034427557,1774330038618621,4191.06,88.71
224,1774330034458517,1774330038670598,4212.08,89.39
225,1774330034490915,1774330038713147,4222.23,89.23
226,1774330034521008,1774330038758765,4237.76,88.65
227,1774330034551470,1774330038809673,4258.20,89.17
228,1774330034582795,1774330038853129,4270.33,89.06
229,1774330034613266,1774330038894810,4281.54,88.25
230,1774330034645282,1774330038948806,4303.52,88.51
231,1774330034676922,1774330038990614,4313.69,88.05
232,1774330034707260,1774330039044395,4337.14,88.03
233,1774330034738384,1774330039087115,4348.73,88.17
234,1774330034769565,1774330039129571,4360.01,87.61
235,1774330034800491,1774330039183114,4382.62,88.24
236,1774330034830808,1774330039225696,4394.89,88.32
237,1774330034863756,1774330039268442,4404.69,87.59
238,1774330034893411,1774330039321721,4428.31,88.15
239,1774330034924493,1774330039364361,4439.87,88.03
240,1774330034955880,1774330039406821,4450.94,87.15
241,1774330034986862,1774330039460231,4473.37,89.11
242,1774330035019654,1774330039503001,4483.35,88.82
243,1774330035049481,1774330039546033,4496.55,88.20
244,1774330035079317,1774330039599068,4519.75,88.77
245,1774330035110602,1774330039641420,4530.82,88.49
246,1774330035142152,1774330039694738,4552.59,88.76
247,1774330035174148,1774330039737441,4563.29,89.03
248,1774330035205170,1774330039779997,4574.83,88.72
249,1774330035236878,1774330039834074,4597.20,88.62
250,1774330035268172,1774330039876785,4608.61,88.73
251,1774330035299434,1774330039918736,4619.30,88.00
252,1774330035329992,1774330039972295,4642.30,88.65
253,1774330035360744,1774330040014762,4654.02,88.67
254,1774330035391970,1774330040057213,4665.24,88.00
255,1774330035423744,1774330040110565,4686.82,88.52
256,1774330035456059,1774330040153925,4697.87,88.43
257,1774330035487753,1774330040196562,4708.81,87.50
258,1774330035519270,1774330040249535,4730.27,87.86
259,1774330035550935,1774330040292156,4741.22,87.55
260,1774330035582318,1774330040335225,4752.91,86.60
261,1774330035614239,1774330040391666,4777.43,87.10
262,1774330035645376,1774330040431348,4785.97,86.56
263,1774330035676662,1774330040473781,4797.12,85.52
264,1774330035706799,1774330040527122,4820.32,85.91
265,1774330035739433,1774330040569308,4829.88,85.48
266,1774330035769324,1774330040622622,4853.30,86.37
267,1774330035800376,1774330040665369,4864.99,86.59
268,1774330035831267,1774330040707861,4876.59,86.20
269,1774330035863308,1774330040761670,4898.36,87.02
270,1774330035894825,1774330040804279,4909.45,87.19
271,1774330035926120,1774330040846552,4920.43,86.62
272,1774330035957000,1774330040900705,4943.70,87.45
273,1774330035987781,1774330040943408,4955.63,87.72
274,1774330036018007,1774330040985746,4967.74,87.39
275,1774330036049207,1774330041038976,4989.77,88.22
276,1774330036080289,1774330041081325,5001.04,88.35
277,1774330036111676,1774330041124367,5012.69,87.82
278,1774330036144161,1774330041177393,5033.23,88.29
279,1774330036175262,1774330041220362,5045.10,88.11
280,1774330036206413,1774330041262660,5056.25,87.28
281,1774330036239406,1774330041316643,5077.24,87.78
282,1774330036270205,1774330041358694,5088.49,87.39
283,1774330036301071,1774330041412418,5111.35,87.26
284,1774330036331751,1774330041455176,5123.43,87.53
285,1774330036362296,1774330041497885,5135.59,87.03
286,1774330036393713,1774330041550932,5157.22,87.80
287,1774330036426134,1774330041593547,5167.41,87.84
288,1774330036456437,1774330041635786,5179.35,87.30
289,1774330036488359,1774330041689492,5201.13,87.90
290,1774330036519313,1774330041732277,5212.96,87.87
291,1774330036549879,1774330041774705,5224.83,87.18
292,1774330036582152,1774330041828124,5245.97,87.71
293,1774330036614387,1774330041870606,5256.22,87.56
294,1774330036645320,1774330041923899,5278.58,87.74
295,1774330036675077,1774330041966507,5291.43,88.28
296,1774330036705982,1774330042009572,5303.59,88.24
297,1774330036736237,1774330042062843,5326.61,88.55
298,1774330036768110,1774330042105193,5337.08,88.85
299,1774330036799266,1774330042148029,5348.76,88.56
300,1774330036829953,1774330042201682,5371.73,88.55
301,1774330036860646,1774330042248314,5387.67,89.03
302,1774330036891490,1774330042286891,5395.40,88.48
303,1774330036922395,1774330042340563,5418.17,89.22
304,1774330036953676,1774330042383324,5429.65,89.34
305,1774330036984717,1774330042425370,5440.65,88.83
306,1774330037015960,1774330042479601,5463.64,89.53
307,1774330037047752,1774330042522009,5474.26,89.38
308,1774330037078092,1774330042564408,5486.32,88.65
309,1774330037109092,1774330042617699,5508.61,89.07
310,1774330037139158,1774330042660561,5521.40,88.96
311,1774330037171786,1774330042703159,5531.37,88.08
312,1774330037202484,1774330042756532,5554.05,88.33
313,1774330037234102,1774330042799138,5565.04,87.75
314,1774330037265375,1774330042852811,5587.44,88.38
315,1774330037296582,1774330042895350,5598.77,88.42
316,1774330037327698,1774330042937713,5610.02,87.84
317,1774330037359583,1774330042990829,5631.25,88.44
318,1774330037390527,1774330043034134,5643.61,88.37
319,1774330037421108,1774330043078757,5657.65,87.86
320,1774330037452199,1774330043129570,5677.37,88.40
321,1774330037483054,1774330043172323,5689.27,88.70
322,1774330037514229,1774330043214660,5700.43,88.03
323,1774330037545840,1774330043268652,5722.81,88.62
324,1774330037577099,1774330043310850,5733.75,88.52
325,1774330037608468,1774330043364669,5756.20,88.64
326,1774330037638766,1774330043407134,5768.37,89.11
327,1774330037671193,1774330043450111,5778.92,88.78
328,1774330037702396,1774330043502866,5800.47,88.67
329,1774330037734056,1774330043545518,5811.46,88.78
330,1774330037766000,1774330043587797,5821.80,88.29
331,1774330037798312,1774330043641706,5843.39,87.86
332,1774330037829930,1774330043684548,5854.62,87.72
333,1774330037860479,1774330043727247,5866.77,86.99
334,1774330037893394,1774330043780418,5887.02,87.33
335,1774330037924456,1774330043823023,5898.57,87.07
336,1774330037956040,1774330043866098,5910.06,86.18
337,1774330037988047,1774330043919021,5930.97,86.34
338,1774330038018241,1774330043961381,5943.14,86.03
339,1774330038049028,1774330044004254,5955.23,85.40
340,1774330038079306,1774330044057824,5978.52,85.90
341,1774330038110286,1774330044100502,5990.22,85.84
342,1774330038141678,1774330044142946,6001.27,85.08
343,1774330038173280,1774330044196939,6023.66,85.61
344,1774330038204199,1774330044239536,6035.34,85.49
345,1774330038235379,1774330044291936,6056.56,86.55
346,1774330038265636,1774330044334618,6068.98,87.13
347,1774330038297578,1774330044377737,6080.16,86.98
348,1774330038328272,1774330044434594,6106.32,88.35
349,1774330038359251,1774330044473720,6114.47,88.72
350,1774330038391105,1774330044516227,6125.12,88.30
351,1774330038423079,1774330044570179,6147.10,89.01
352,1774330038455526,1774330044611921,6156.40,88.88
353,1774330038485917,1774330044655321,6169.40,88.32
354,1774330038564831,1774330044708783,6143.95,85.39
355,1774330038605365,1774330044751457,6146.09,81.59
356,1774330038642610,1774330044793360,6150.75,77.07
357,1774330038673726,1774330044847447,6173.72,73.87
358,1774330038704972,1774330044889812,6184.84,70.46
359,1774330038736325,1774330044943414,6207.09,67.62
360,1774330038768900,1774330044985193,6216.29,65.56
361,1774330038800288,1774330045028861,6228.57,63.45
362,1774330038831026,1774330045071568,6240.54,61.17
363,1774330038861924,1774330045124090,6262.17,60.81
364,1774330038892739,1774330045167247,6274.51,60.47
365,1774330038924423,1774330045220387,6295.96,61.96
366,1774330038955832,1774330045263237,6307.40,63.41
367,1774330038986522,1774330045305373,6318.85,64.71
368,1774330039018497,1774330045359496,6341.00,68.12
369,1774330039050012,1774330045402110,6352.10,71.05
370,1774330039080706,1774330045444324,6363.62,73.73
371,1774330039112345,1774330045498156,6385.81,77.90
372,1774330039143338,1774330045540498,6397.16,81.64
373,1774330039174607,1774330045582994,6408.39,85.21
374,1774330039207121,1774330045636477,6429.36,86.80
375,1774330039238715,1774330045679113,6440.40,87.09
376,1774330039269492,1774330045722124,6452.63,86.25
377,1774330039301242,1774330045775278,6474.04,86.66
378,1774330039332759,1774330045817661,6484.90,86.37
379,1774330039364413,1774330045871327,6506.91,87.32
380,1774330039396479,1774330045914203,6517.72,87.39
381,1774330039428111,1774330045956102,6527.99,86.83
382,1774330039458439,1774330046009568,6551.13,86.65
383,1774330039490302,1774330046052338,6562.04,86.65
384,1774330039521561,1774330046095507,6573.95,86.15
385,1774330039552697,1774330046141090,6588.39,86.20
386,1774330039584336,1774330046191250,6606.91,86.29
387,1774330039615713,1774330046233796,6618.08,85.73
388,1774330039647716,1774330046286818,6639.10,86.33
389,1774330039678605,1774330046329859,6651.25,86.36
390,1774330039710047,1774330046372537,6662.49,85.77
391,1774330039741185,1774330046425911,6684.73,86.44
392,1774330039773316,1774330046467751,6694.44,86.35
393,1774330039804747,1774330046511316,6706.57,85.71
394,1774330039836490,1774330046564502,6728.01,86.16
395,1774330039868684,1774330046609448,6740.76,86.07
396,1774330039900476,1774330046660154,6759.68,86.04
397,1774330039931416,1774330046702819,6771.40,86.27
398,1774330039962347,1774330046745272,6782.93,85.86
399,1774330039992672,1774330046799036,6806.36,86.81
400,1774330040023517,1774330046843001,6819.48,87.22
401,1774330040053755,1774330046883825,6830.07,86.82
402,1774330040085902,1774330046937138,6851.24,87.64
403,1774330040117077,1774330046979894,6862.82,87.81
404,1774330040147703,1774330047022828,6875.12,87.48
405,1774330040180002,1774330047075835,6895.83,87.56
406,1774330040210160,1774330047118565,6908.40,87.69
407,1774330040240692,1774330047171995,6931.30,88.12
408,1774330040272101,1774330047214632,6942.53,88.66
409,1774330040303200,1774330047257272,6954.07,88.63
410,1774330040334737,1774330047311227,6976.49,88.84
411,1774330040366478,1774330047353220,6986.74,89.20
412,1774330040396915,1774330047395713,6998.80,88.82
413,1774330040427842,1774330047449377,7021.53,88.77
414,1774330040457879,1774330047492334,7034.45,89.01
415,1774330040488608,1774330047535435,7046.83,88.78
416,1774330040520236,1774330047588531,7068.30,89.38
417,1774330040551053,1774330047630738,7079.69,89.31
418,1774330040583704,1774330047674960,7091.26,88.57
419,1774330040614129,1774330047726929,7112.80,89.07
420,1774330040645970,1774330047769570,7123.60,88.99
421,1774330040678518,1774330047811879,7133.36,88.05
422,1774330040712636,1774330047865673,7153.04,88.02
423,1774330040741151,1774330047908429,7167.28,87.61
424,1774330040771812,1774330047951282,7179.47,86.67
425,1774330040803066,1774330048004013,7200.95,86.75
426,1774330040833988,1774330048046612,7212.62,86.29
427,1774330040865136,1774330048089912,7224.78,86.28
428,1774330040896454,1774330048142874,7246.42,86.53
429,1774330040927752,1774330048186904,7259.15,86.24
430,1774330040959069,1774330048238869,7279.80,87.06
431,1774330040990038,1774330048281246,7291.21,87.12
432,1774330041021269,1774330048324277,7303.01,86.60
433,1774330041052089,1774330048377977,7325.89,87.41
434,1774330041083344,1774330048420628,7337.28,87.69
435,1774330041114026,1774330048463196,7349.17,87.44
436,1774330041145348,1774330048515895,7370.55,88.29
437,1774330041176318,1774330048561763,7385.44,88.78
438,1774330041207442,1774330048601499,7394.06,88.40
439,1774330041238508,1774330048655119,7416.61,89.18
440,1774330041269906,1774330048697467,7427.56,89.24
441,1774330041301040,1774330048751132,7450.09,89.40
442,1774330041331525,1774330048793943,7462.42,89.62
443,1774330041362373,1774330048836262,7473.89,89.40
